DATE & TIME, ACTUAL GENERATION(MW), REGION
17 February 2022 03:30,4484,All Island
17 February 2022 03:45,4374,All Island
17 February 2022 04:00,4375,All Island
17 February 2022 04:15,4483,All Island
17 February 2022 04:30,4380,All Island
17 February 2022 04:45,4188,All Island
17 February 2022 05:00,4132,All Island
17 February 2022 05:15,4002,All Island
17 February 2022 05:30,4105,All Island
17 February 2022 05:45,4144,All Island
17 February 2022 06:00,4110,All Island
17 February 2022 06:15,4203,All Island
17 February 2022 06:30,4398,All Island
17 February 2022 06:45,4697,All Island
17 February 2022 07:00,4981,All Island
17 February 2022 07:15,5192,All Island
17 February 2022 07:30,5318,All Island
17 February 2022 07:45,5527,All Island
17 February 2022 08:00,5557,All Island
17 February 2022 08:15,5672,All Island
17 February 2022 08:30,5712,All Island
17 February 2022 08:45,5745,All Island
17 February 2022 09:00,5727,All Island
17 February 2022 09:15,5760,All Island
17 February 2022 09:30,5710,All Island
17 February 2022 09:45,5570,All Island
17 February 2022 10:00,5659,All Island
17 February 2022 10:15,5672,All Island
17 February 2022 10:30,5698,All Island
17 February 2022 10:45,5722,All Island
17 February 2022 11:00,5726,All Island
17 February 2022 11:15,5707,All Island
17 February 2022 11:30,5669,All Island
17 February 2022 11:45,5753,All Island
17 February 2022 12:00,5734,All Island
17 February 2022 12:15,5723,All Island
17 February 2022 12:30,5765,All Island
17 February 2022 12:45,5819,All Island
17 February 2022 13:00,5778,All Island
17 February 2022 13:15,5726,All Island
17 February 2022 13:30,5627,All Island
17 February 2022 13:45,5598,All Island
17 February 2022 14:00,5551,All Island
17 February 2022 14:15,5513,All Island
17 February 2022 14:30,5439,All Island
17 February 2022 14:45,5359,All Island
17 February 2022 15:00,5302,All Island
17 February 2022 15:15,5306,All Island
17 February 2022 15:30,5247,All Island
17 February 2022 15:45,5120,All Island
17 February 2022 16:00,4981,All Island
17 February 2022 16:15,4932,All Island
17 February 2022 16:30,4979,All Island
17 February 2022 16:45,5160,All Island
17 February 2022 17:00,5207,All Island
17 February 2022 17:15,5266,All Island
17 February 2022 17:30,5366,All Island
17 February 2022 17:45,5567,All Island
17 February 2022 18:00,5511,All Island
17 February 2022 18:15,5382,All Island
17 February 2022 18:30,5340,All Island
17 February 2022 18:45,5372,All Island
17 February 2022 19:00,5383,All Island
17 February 2022 19:15,5384,All Island
17 February 2022 19:30,5369,All Island
17 February 2022 19:45,5297,All Island
17 February 2022 20:00,5354,All Island
17 February 2022 20:15,5405,All Island
17 February 2022 20:30,5183,All Island
17 February 2022 20:45,4919,All Island
17 February 2022 21:00,4814,All Island
17 February 2022 21:15,4725,All Island
17 February 2022 21:30,4764,All Island
17 February 2022 21:45,4806,All Island
17 February 2022 22:00,4835,All Island
17 February 2022 22:15,4835,All Island
17 February 2022 22:30,4792,All Island
17 February 2022 22:45,4798,All Island
17 February 2022 23:00,4774,All Island
17 February 2022 23:15,4885,All Island
17 February 2022 23:30,4920,All Island
17 February 2022 23:45,5071,All Island
18 February 2022 00:00,5093,All Island
18 February 2022 00:15,5198,All Island
18 February 2022 00:30,5271,All Island
18 February 2022 00:45,5280,All Island
18 February 2022 01:00,5223,All Island
18 February 2022 01:15,5195,All Island
18 February 2022 01:30,5127,All Island
18 February 2022 01:45,5061,All Island
18 February 2022 02:00,5011,All Island
18 February 2022 02:15,5024,All Island
18 February 2022 02:30,4987,All Island
18 February 2022 02:45,4949,All Island
18 February 2022 03:00,4835,All Island
18 February 2022 03:15,4844,All Island
18 February 2022 03:30,4736,All Island
18 February 2022 03:45,4659,All Island
18 February 2022 04:00,4658,All Island
18 February 2022 04:15,4687,All Island
18 February 2022 04:30,4529,All Island
18 February 2022 04:45,4372,All Island
18 February 2022 05:00,4393,All Island
18 February 2022 05:15,4510,All Island
18 February 2022 05:30,4542,All Island
18 February 2022 05:45,4440,All Island
18 February 2022 06:00,4473,All Island
18 February 2022 06:15,4516,All Island
18 February 2022 06:30,4733,All Island
18 February 2022 06:45,4836,All Island
18 February 2022 07:00,4840,All Island
18 February 2022 07:15,4859,All Island
18 February 2022 07:30,4969,All Island
18 February 2022 07:45,5140,All Island
18 February 2022 08:00,5224,All Island
18 February 2022 08:15,5283,All Island
18 February 2022 08:30,5335,All Island
18 February 2022 08:45,5434,All Island
18 February 2022 09:00,5703,All Island
18 February 2022 09:15,5946,All Island
18 February 2022 09:30,5953,All Island
18 February 2022 09:45,5954,All Island
18 February 2022 10:00,5985,All Island
18 February 2022 10:15,6015,All Island
18 February 2022 10:30,6018,All Island
18 February 2022 10:45,6002,All Island
18 February 2022 11:00,6086,All Island
18 February 2022 11:15,6073,All Island
18 February 2022 11:30,6146,All Island
18 February 2022 11:45,6175,All Island
18 February 2022 12:00,6247,All Island
18 February 2022 12:15,6275,All Island
18 February 2022 12:30,6211,All Island
18 February 2022 12:45,6096,All Island
18 February 2022 13:00,6129,All Island
18 February 2022 13:15,6123,All Island
18 February 2022 13:30,6130,All Island
18 February 2022 13:45,6066,All Island
18 February 2022 14:00,6030,All Island
18 February 2022 14:15,6016,All Island
18 February 2022 14:30,5963,All Island
18 February 2022 14:45,5893,All Island
18 February 2022 15:00,5959,All Island
18 February 2022 15:15,6005,All Island
18 February 2022 15:30,6000,All Island
18 February 2022 15:45,6022,All Island
18 February 2022 16:00,6145,All Island
18 February 2022 16:15,6284,All Island
18 February 2022 16:30,6408,All Island
18 February 2022 16:45,6511,All Island
18 February 2022 17:00,6535,All Island
18 February 2022 17:15,6546,All Island
18 February 2022 17:30,6676,All Island
18 February 2022 17:45,6779,All Island
18 February 2022 18:00,6812,All Island
18 February 2022 18:15,6664,All Island
18 February 2022 18:30,6470,All Island
18 February 2022 18:45,6433,All Island
18 February 2022 19:00,6351,All Island
18 February 2022 19:15,6327,All Island
18 February 2022 19:30,6208,All Island
18 February 2022 19:45,6094,All Island
18 February 2022 20:00,6046,All Island
18 February 2022 20:15,5991,All Island
18 February 2022 20:30,5816,All Island
18 February 2022 20:45,5668,All Island
18 February 2022 21:00,5615,All Island
18 February 2022 21:15,5570,All Island
18 February 2022 21:30,5413,All Island
18 February 2022 21:45,5183,All Island
18 February 2022 22:00,5206,All Island
18 February 2022 22:15,5219,All Island
18 February 2022 22:30,5033,All Island
18 February 2022 22:45,4970,All Island
18 February 2022 23:00,4919,All Island
18 February 2022 23:15,4968,All Island
18 February 2022 23:30,4833,All Island
18 February 2022 23:45,4671,All Island
19 February 2022 00:00,4554,All Island
19 February 2022 00:15,4316,All Island
19 February 2022 00:30,4347,All Island
19 February 2022 00:45,4386,All Island
19 February 2022 01:00,4254,All Island
19 February 2022 01:15,4160,All Island
19 February 2022 01:30,4054,All Island
19 February 2022 01:45,3835,All Island
19 February 2022 02:00,3752,All Island
19 February 2022 02:15,3758,All Island
19 February 2022 02:30,3653,All Island
19 February 2022 02:45,3503,All Island
19 February 2022 03:00,3609,All Island
19 February 2022 03:15,3683,All Island
19 February 2022 03:30,3620,All Island
19 February 2022 03:45,3510,All Island
19 February 2022 04:00,3518,All Island
19 February 2022 04:15,3529,All Island
19 February 2022 04:30,3612,All Island
19 February 2022 04:45,3628,All Island
19 February 2022 05:00,3553,All Island
19 February 2022 05:15,3533,All Island
19 February 2022 05:30,3616,All Island
19 February 2022 05:45,3717,All Island
19 February 2022 06:00,3714,All Island
19 February 2022 06:15,3796,All Island
19 February 2022 06:30,3852,All Island
19 February 2022 06:45,3983,All Island
19 February 2022 07:00,4077,All Island
19 February 2022 07:15,4296,All Island
19 February 2022 07:30,4379,All Island
19 February 2022 07:45,4466,All Island
19 February 2022 08:00,4595,All Island
19 February 2022 08:15,4770,All Island
19 February 2022 08:30,4887,All Island
19 February 2022 08:45,5031,All Island
19 February 2022 09:00,5080,All Island
19 February 2022 09:15,5272,All Island
19 February 2022 09:30,5384,All Island
19 February 2022 09:45,5448,All Island
19 February 2022 10:00,5505,All Island
19 February 2022 10:15,5647,All Island
19 February 2022 10:30,5693,All Island
19 February 2022 10:45,5669,All Island
19 February 2022 11:00,5612,All Island
19 February 2022 11:15,5648,All Island
19 February 2022 11:30,5639,All Island
19 February 2022 11:45,5642,All Island
19 February 2022 12:00,5688,All Island
19 February 2022 12:15,5740,All Island
19 February 2022 12:30,5791,All Island
19 February 2022 12:45,5711,All Island
19 February 2022 13:00,5609,All Island
19 February 2022 13:15,5480,All Island
19 February 2022 13:30,5384,All Island
19 February 2022 13:45,5371,All Island
19 February 2022 14:00,5395,All Island
19 February 2022 14:15,5445,All Island
19 February 2022 14:30,5462,All Island
19 February 2022 14:45,5374,All Island
19 February 2022 15:00,5276,All Island
19 February 2022 15:15,5205,All Island
19 February 2022 15:30,5195,All Island
19 February 2022 15:45,5164,All Island
19 February 2022 16:00,5201,All Island
19 February 2022 16:15,5254,All Island
19 February 2022 16:30,5310,All Island
19 February 2022 16:45,5461,All Island
19 February 2022 17:00,5564,All Island
19 February 2022 17:15,5647,All Island
19 February 2022 17:30,5772,All Island
19 February 2022 17:45,5897,All Island
19 February 2022 18:00,6001,All Island
19 February 2022 18:15,5988,All Island
19 February 2022 18:30,5998,All Island
19 February 2022 18:45,6028,All Island
19 February 2022 19:00,6067,All Island
19 February 2022 19:15,6041,All Island
19 February 2022 19:30,5858,All Island
19 February 2022 19:45,5708,All Island
19 February 2022 20:00,5641,All Island
19 February 2022 20:15,5717,All Island
19 February 2022 20:30,5790,All Island
19 February 2022 20:45,5854,All Island
19 February 2022 21:00,5821,All Island
19 February 2022 21:15,5749,All Island
19 February 2022 21:30,5657,All Island
19 February 2022 21:45,5593,All Island
19 February 2022 22:00,5506,All Island
19 February 2022 22:15,5424,All Island
19 February 2022 22:30,5314,All Island
19 February 2022 22:45,5374,All Island
19 February 2022 23:00,5262,All Island
19 February 2022 23:15,5247,All Island
19 February 2022 23:30,5173,All Island
19 February 2022 23:45,5093,All Island
20 February 2022 00:00,5023,All Island
20 February 2022 00:15,4939,All Island
20 February 2022 00:30,4879,All Island
20 February 2022 00:45,4812,All Island
20 February 2022 01:00,4771,All Island
20 February 2022 01:15,4738,All Island
20 February 2022 01:30,4666,All Island
20 February 2022 01:45,4616,All Island
20 February 2022 02:00,4568,All Island
20 February 2022 02:15,4539,All Island
20 February 2022 02:30,4520,All Island
20 February 2022 02:45,4477,All Island
20 February 2022 03:00,4434,All Island
20 February 2022 03:15,4411,All Island
20 February 2022 03:30,4387,All Island
20 February 2022 03:45,4383,All Island
20 February 2022 04:00,4370,All Island
20 February 2022 04:15,4365,All Island
20 February 2022 04:30,4345,All Island
20 February 2022 04:45,4339,All Island
20 February 2022 05:00,4340,All Island
20 February 2022 05:15,4351,All Island
20 February 2022 05:30,4351,All Island
20 February 2022 05:45,4367,All Island
20 February 2022 06:00,4404,All Island
20 February 2022 06:15,4468,All Island
20 February 2022 06:30,4496,All Island
20 February 2022 06:45,4523,All Island
20 February 2022 07:00,4596,All Island
20 February 2022 07:15,4662,All Island
20 February 2022 07:30,4675,All Island
20 February 2022 07:45,4740,All Island
20 February 2022 08:00,4711,All Island
20 February 2022 08:15,4759,All Island
20 February 2022 08:30,4767,All Island
20 February 2022 08:45,4853,All Island
20 February 2022 09:00,4872,All Island
20 February 2022 09:15,4839,All Island
20 February 2022 09:30,5062,All Island
20 February 2022 09:45,5314,All Island
20 February 2022 10:00,5424,All Island
20 February 2022 10:15,5537,All Island
20 February 2022 10:30,5598,All Island
20 February 2022 10:45,5629,All Island
20 February 2022 11:00,5695,All Island
20 February 2022 11:15,5757,All Island
20 February 2022 11:30,5784,All Island
20 February 2022 11:45,5815,All Island
20 February 2022 12:00,5894,All Island
20 February 2022 12:15,5974,All Island
20 February 2022 12:30,6032,All Island
20 February 2022 12:45,6042,All Island
20 February 2022 13:00,6094,All Island
20 February 2022 13:15,6094,All Island
20 February 2022 13:30,6048,All Island
20 February 2022 13:45,6013,All Island
20 February 2022 14:00,5963,All Island
20 February 2022 14:15,5921,All Island
20 February 2022 14:30,5891,All Island
20 February 2022 14:45,5882,All Island
20 February 2022 15:00,5806,All Island
20 February 2022 15:15,5840,All Island
20 February 2022 15:30,5828,All Island
20 February 2022 15:45,5820,All Island
20 February 2022 16:00,5806,All Island
20 February 2022 16:15,5905,All Island
20 February 2022 16:30,5978,All Island
20 February 2022 16:45,6013,All Island
20 February 2022 17:00,6061,All Island
20 February 2022 17:15,6129,All Island
20 February 2022 17:30,6197,All Island
20 February 2022 17:45,6238,All Island
20 February 2022 18:00,6351,All Island
20 February 2022 18:15,6438,All Island
20 February 2022 18:30,6438,All Island
20 February 2022 18:45,6445,All Island
20 February 2022 19:00,6350,All Island
20 February 2022 19:15,6324,All Island
20 February 2022 19:30,6279,All Island
20 February 2022 19:45,6174,All Island
20 February 2022 20:00,6114,All Island
20 February 2022 20:15,6030,All Island
20 February 2022 20:30,5957,All Island
20 February 2022 20:45,5901,All Island
20 February 2022 21:00,5828,All Island
20 February 2022 21:15,5757,All Island
20 February 2022 21:30,5479,All Island
20 February 2022 21:45,5210,All Island
20 February 2022 22:00,5255,All Island
20 February 2022 22:15,5301,All Island
20 February 2022 22:30,5259,All Island
20 February 2022 22:45,5179,All Island
20 February 2022 23:00,5177,All Island
20 February 2022 23:15,5226,All Island
20 February 2022 23:30,5211,All Island
20 February 2022 23:45,5101,All Island
21 February 2022 00:00,4977,All Island
21 February 2022 00:15,4866,All Island
21 February 2022 00:30,4890,All Island
21 February 2022 00:45,4905,All Island
21 February 2022 01:00,4857,All Island
21 February 2022 01:15,4764,All Island
21 February 2022 01:30,4674,All Island
21 February 2022 01:45,4633,All Island
21 February 2022 02:00,4582,All Island
21 February 2022 02:15,4587,All Island
21 February 2022 02:30,4478,All Island
21 February 2022 02:45,4495,All Island
21 February 2022 03:00,4540,All Island
21 February 2022 03:15,4624,All Island
21 February 2022 03:30,4539,All Island
21 February 2022 03:45,4424,All Island
21 February 2022 04:00,4529,All Island
21 February 2022 04:15,4625,All Island
21 February 2022 04:30,4626,All Island
21 February 2022 04:45,4610,All Island
21 February 2022 05:00,4636,All Island
21 February 2022 05:15,4615,All Island
21 February 2022 05:30,4635,All Island
21 February 2022 05:45,4612,All Island
21 February 2022 06:00,4672,All Island
21 February 2022 06:15,4866,All Island
21 February 2022 06:30,4944,All Island
21 February 2022 06:45,5110,All Island
21 February 2022 07:00,5212,All Island
21 February 2022 07:15,5401,All Island
21 February 2022 07:30,5584,All Island
21 February 2022 07:45,5797,All Island
21 February 2022 08:00,5917,All Island
21 February 2022 08:15,6081,All Island
21 February 2022 08:30,6169,All Island
21 February 2022 08:45,6247,All Island
21 February 2022 09:00,6327,All Island
21 February 2022 09:15,6391,All Island
21 February 2022 09:30,6421,All Island
21 February 2022 09:45,6355,All Island
21 February 2022 10:00,6273,All Island
21 February 2022 10:15,6174,All Island
21 February 2022 10:30,6104,All Island
21 February 2022 10:45,6018,All Island
21 February 2022 11:00,5936,All Island
21 February 2022 11:15,5793,All Island
21 February 2022 11:30,5700,All Island
21 February 2022 11:45,5645,All Island
21 February 2022 12:00,5613,All Island
21 February 2022 12:15,5524,All Island
21 February 2022 12:30,5449,All Island
21 February 2022 12:45,5312,All Island
21 February 2022 13:00,5297,All Island
21 February 2022 13:15,5132,All Island
21 February 2022 13:30,4926,All Island
21 February 2022 13:45,4839,All Island
21 February 2022 14:00,4879,All Island
21 February 2022 14:15,4993,All Island
21 February 2022 14:30,5112,All Island
21 February 2022 14:45,5161,All Island
21 February 2022 15:00,5060,All Island
21 February 2022 15:15,4947,All Island
21 February 2022 15:30,4985,All Island
21 February 2022 15:45,5033,All Island
21 February 2022 16:00,4900,All Island
21 February 2022 16:15,4830,All Island
21 February 2022 16:30,4919,All Island
21 February 2022 16:45,5101,All Island
21 February 2022 17:00,5157,All Island
21 February 2022 17:15,5258,All Island
21 February 2022 17:30,5384,All Island
21 February 2022 17:45,5533,All Island
21 February 2022 18:00,5675,All Island
21 February 2022 18:15,5800,All Island
21 February 2022 18:30,5819,All Island
21 February 2022 18:45,5795,All Island
21 February 2022 19:00,5873,All Island
21 February 2022 19:15,5868,All Island
21 February 2022 19:30,5841,All Island
21 February 2022 19:45,5848,All Island
21 February 2022 20:00,5894,All Island
21 February 2022 20:15,5959,All Island
21 February 2022 20:30,5959,All Island
21 February 2022 20:45,5990,All Island
21 February 2022 21:00,6088,All Island
21 February 2022 21:15,6145,All Island
21 February 2022 21:30,6072,All Island
21 February 2022 21:45,5925,All Island
21 February 2022 22:00,5785,All Island
21 February 2022 22:15,5660,All Island
21 February 2022 22:30,5612,All Island
21 February 2022 22:45,5588,All Island
21 February 2022 23:00,5528,All Island
21 February 2022 23:15,5443,All Island
21 February 2022 23:30,5227,All Island
21 February 2022 23:45,5016,All Island
22 February 2022 00:00,5084,All Island
22 February 2022 00:15,5145,All Island
22 February 2022 00:30,5120,All Island
22 February 2022 00:45,5038,All Island
22 February 2022 01:00,5014,All Island
22 February 2022 01:15,5010,All Island
22 February 2022 01:30,4953,All Island
22 February 2022 01:45,4903,All Island
22 February 2022 02:00,4857,All Island
22 February 2022 02:15,4829,All Island
22 February 2022 02:30,4775,All Island
22 February 2022 02:45,4744,All Island
22 February 2022 03:00,4654,All Island
22 February 2022 03:15,4652,All Island
22 February 2022 03:30,4631,All Island
22 February 2022 03:45,4633,All Island
22 February 2022 04:00,4615,All Island
22 February 2022 04:15,4630,All Island
22 February 2022 04:30,4621,All Island
22 February 2022 04:45,4641,All Island
22 February 2022 05:00,4674,All Island
22 February 2022 05:15,4722,All Island
22 February 2022 05:30,4598,All Island
22 February 2022 05:45,4651,All Island
22 February 2022 06:00,4675,All Island
22 February 2022 06:15,4863,All Island
22 February 2022 06:30,4970,All Island
22 February 2022 06:45,5043,All Island
22 February 2022 07:00,5061,All Island
22 February 2022 07:15,5146,All Island
22 February 2022 07:30,5252,All Island
22 February 2022 07:45,5403,All Island
22 February 2022 08:00,5583,All Island
22 February 2022 08:15,5809,All Island
22 February 2022 08:30,5954,All Island
22 February 2022 08:45,6091,All Island
22 February 2022 09:00,5983,All Island
22 February 2022 09:15,5953,All Island
22 February 2022 09:30,5894,All Island
22 February 2022 09:45,5855,All Island
22 February 2022 10:00,5910,All Island
22 February 2022 10:15,5972,All Island
22 February 2022 10:30,5909,All Island
22 February 2022 10:45,5868,All Island
22 February 2022 11:00,5876,All Island
22 February 2022 11:15,5839,All Island
22 February 2022 11:30,5812,All Island
22 February 2022 11:45,5773,All Island
22 February 2022 12:00,5764,All Island
22 February 2022 12:15,5841,All Island
22 February 2022 12:30,5872,All Island
22 February 2022 12:45,5786,All Island
22 February 2022 13:00,5624,All Island
22 February 2022 13:15,5630,All Island
22 February 2022 13:30,5386,All Island
22 February 2022 13:45,5262,All Island
22 February 2022 14:00,5302,All Island
22 February 2022 14:15,5446,All Island
22 February 2022 14:30,5421,All Island
22 February 2022 14:45,5427,All Island
22 February 2022 15:00,5496,All Island
22 February 2022 15:15,5583,All Island
22 February 2022 15:30,5554,All Island
22 February 2022 15:45,5575,All Island
22 February 2022 16:00,5495,All Island
22 February 2022 16:15,5450,All Island
22 February 2022 16:30,5593,All Island
22 February 2022 16:45,5715,All Island
22 February 2022 17:00,5762,All Island
22 February 2022 17:15,5848,All Island
22 February 2022 17:30,5939,All Island
22 February 2022 17:45,5968,All Island
22 February 2022 18:00,5932,All Island
22 February 2022 18:15,5989,All Island
22 February 2022 18:30,5933,All Island
22 February 2022 18:45,5814,All Island
22 February 2022 19:00,5776,All Island
22 February 2022 19:15,5773,All Island
22 February 2022 19:30,5712,All Island
22 February 2022 19:45,5653,All Island
22 February 2022 20:00,5622,All Island
22 February 2022 20:15,5664,All Island
22 February 2022 20:30,5516,All Island
22 February 2022 20:45,5225,All Island
22 February 2022 21:00,5288,All Island
22 February 2022 21:15,5282,All Island
22 February 2022 21:30,5115,All Island
22 February 2022 21:45,4949,All Island
22 February 2022 22:00,4918,All Island
22 February 2022 22:15,4963,All Island
22 February 2022 22:30,4757,All Island
22 February 2022 22:45,4621,All Island
22 February 2022 23:00,4524,All Island
22 February 2022 23:15,4622,All Island
22 February 2022 23:30,4614,All Island
22 February 2022 23:45,4509,All Island
23 February 2022 00:00,4483,All Island
23 February 2022 00:15,4565,All Island
23 February 2022 00:30,4648,All Island
23 February 2022 00:45,4760,All Island
23 February 2022 01:00,4793,All Island
23 February 2022 01:15,4838,All Island
23 February 2022 01:30,4812,All Island
23 February 2022 01:45,4845,All Island
23 February 2022 02:00,4795,All Island
23 February 2022 02:15,4764,All Island
23 February 2022 02:30,4730,All Island
23 February 2022 02:45,4720,All Island
23 February 2022 03:00,4668,All Island
23 February 2022 03:15,4670,All Island
23 February 2022 03:30,4661,All Island
23 February 2022 03:45,4653,All Island
23 February 2022 04:00,4658,All Island
23 February 2022 04:15,4665,All Island
23 February 2022 04:30,4659,All Island
23 February 2022 04:45,4669,All Island
23 February 2022 05:00,4695,All Island
23 February 2022 05:15,4715,All Island
23 February 2022 05:30,4763,All Island
23 February 2022 05:45,4824,All Island
23 February 2022 06:00,4957,All Island
23 February 2022 06:15,5100,All Island
23 February 2022 06:30,5141,All Island
23 February 2022 06:45,5200,All Island
23 February 2022 07:00,5345,All Island
23 February 2022 07:15,5515,All Island
23 February 2022 07:30,5635,All Island
23 February 2022 07:45,5775,All Island
23 February 2022 08:00,5753,All Island
23 February 2022 08:15,5703,All Island
23 February 2022 08:30,5773,All Island
23 February 2022 08:45,5845,All Island
23 February 2022 09:00,5838,All Island
23 February 2022 09:15,5794,All Island
23 February 2022 09:30,5789,All Island
23 February 2022 09:45,5818,All Island
23 February 2022 10:00,5826,All Island
23 February 2022 10:15,5811,All Island
23 February 2022 10:30,5878,All Island
23 February 2022 10:45,5972,All Island
23 February 2022 11:00,5923,All Island
23 February 2022 11:15,5761,All Island
23 February 2022 11:30,5737,All Island
23 February 2022 11:45,5823,All Island
23 February 2022 12:00,5755,All Island
23 February 2022 12:15,5705,All Island
23 February 2022 12:30,5747,All Island
23 February 2022 12:45,5766,All Island
23 February 2022 13:00,5736,All Island
23 February 2022 13:15,5733,All Island
23 February 2022 13:30,5644,All Island
23 February 2022 13:45,5617,All Island
23 February 2022 14:00,5641,All Island
23 February 2022 14:15,5677,All Island
23 February 2022 14:30,5627,All Island
23 February 2022 14:45,5592,All Island
23 February 2022 15:00,5668,All Island
23 February 2022 15:15,5770,All Island
23 February 2022 15:30,5759,All Island
23 February 2022 15:45,5798,All Island
23 February 2022 16:00,5915,All Island
23 February 2022 16:15,6038,All Island
23 February 2022 16:30,6126,All Island
23 February 2022 16:45,6056,All Island
23 February 2022 17:00,5974,All Island
23 February 2022 17:15,5927,All Island
23 February 2022 17:30,5957,All Island
23 February 2022 17:45,6020,All Island
23 February 2022 18:00,6113,All Island
23 February 2022 18:15,6200,All Island
23 February 2022 18:30,6116,All Island
23 February 2022 18:45,6041,All Island
23 February 2022 19:00,5970,All Island
23 February 2022 19:15,6040,All Island
23 February 2022 19:30,5920,All Island
23 February 2022 19:45,5805,All Island
23 February 2022 20:00,5682,All Island
23 February 2022 20:15,5527,All Island
23 February 2022 20:30,5405,All Island
23 February 2022 20:45,5263,All Island
23 February 2022 21:00,5298,All Island
23 February 2022 21:15,5390,All Island
23 February 2022 21:30,5315,All Island
23 February 2022 21:45,5250,All Island
23 February 2022 22:00,5227,All Island
23 February 2022 22:15,5168,All Island
23 February 2022 22:30,4969,All Island
23 February 2022 22:45,4760,All Island
23 February 2022 23:00,4698,All Island
23 February 2022 23:15,4655,All Island
23 February 2022 23:30,4467,All Island
23 February 2022 23:45,4390,All Island
24 February 2022 00:00,4378,All Island
24 February 2022 00:15,4363,All Island
24 February 2022 00:30,4477,All Island
24 February 2022 00:45,4487,All Island
24 February 2022 01:00,4571,All Island
24 February 2022 01:15,4618,All Island
24 February 2022 01:30,4495,All Island
24 February 2022 01:45,4461,All Island
24 February 2022 02:00,4592,All Island
24 February 2022 02:15,4657,All Island
24 February 2022 02:30,4608,All Island
24 February 2022 02:45,4495,All Island
24 February 2022 03:00,4533,All Island
24 February 2022 03:15,4564,All Island
24 February 2022 03:30,4457,All Island
24 February 2022 03:45,4370,All Island
24 February 2022 04:00,4395,All Island
24 February 2022 04:15,4470,All Island
24 February 2022 04:30,4558,All Island
24 February 2022 04:45,4605,All Island
24 February 2022 05:00,4539,All Island
24 February 2022 05:15,4567,All Island
24 February 2022 05:30,4625,All Island
24 February 2022 05:45,4772,All Island
24 February 2022 06:00,4750,All Island
24 February 2022 06:15,4851,All Island
24 February 2022 06:30,4923,All Island
24 February 2022 06:45,5129,All Island
24 February 2022 07:00,5135,All Island
24 February 2022 07:15,5219,All Island
24 February 2022 07:30,5380,All Island
24 February 2022 07:45,5563,All Island
24 February 2022 08:00,5487,All Island
24 February 2022 08:15,5409,All Island
24 February 2022 08:30,5536,All Island
24 February 2022 08:45,5738,All Island
24 February 2022 09:00,5763,All Island
24 February 2022 09:15,5807,All Island
24 February 2022 09:30,5791,All Island
24 February 2022 09:45,5814,All Island
24 February 2022 10:00,5773,All Island
24 February 2022 10:15,5670,All Island
24 February 2022 10:30,5602,All Island
24 February 2022 10:45,5657,All Island
24 February 2022 11:00,5723,All Island
24 February 2022 11:15,5647,All Island
24 February 2022 11:30,5644,All Island
24 February 2022 11:45,5651,All Island
24 February 2022 12:00,5696,All Island
24 February 2022 12:15,5689,All Island
24 February 2022 12:30,5715,All Island
24 February 2022 12:45,5734,All Island
24 February 2022 13:00,5756,All Island
24 February 2022 13:15,5823,All Island
24 February 2022 13:30,5762,All Island
24 February 2022 13:45,5739,All Island
24 February 2022 14:00,5704,All Island
24 February 2022 14:15,5692,All Island
24 February 2022 14:30,5682,All Island
24 February 2022 14:45,5690,All Island
24 February 2022 15:00,5600,All Island
24 February 2022 15:15,5769,All Island
24 February 2022 15:30,5829,All Island
24 February 2022 15:45,5869,All Island
24 February 2022 16:00,5899,All Island
24 February 2022 16:15,6014,All Island
24 February 2022 16:30,6157,All Island
24 February 2022 16:45,6292,All Island
24 February 2022 17:00,6444,All Island
24 February 2022 17:15,6452,All Island
24 February 2022 17:30,6636,All Island
24 February 2022 17:45,6733,All Island
24 February 2022 18:00,6716,All Island
24 February 2022 18:15,6704,All Island
24 February 2022 18:30,6648,All Island
24 February 2022 18:45,6678,All Island
24 February 2022 19:00,6662,All Island
24 February 2022 19:15,6668,All Island
24 February 2022 19:30,6595,All Island
24 February 2022 19:45,6483,All Island
24 February 2022 20:00,6421,All Island
24 February 2022 20:15,6346,All Island
24 February 2022 20:30,6280,All Island
24 February 2022 20:45,6226,All Island
24 February 2022 21:00,6105,All Island
24 February 2022 21:15,5953,All Island
24 February 2022 21:30,5834,All Island
24 February 2022 21:45,5756,All Island
24 February 2022 22:00,5635,All Island
24 February 2022 22:15,5428,All Island
24 February 2022 22:30,5268,All Island
24 February 2022 22:45,5105,All Island
24 February 2022 23:00,5037,All Island
24 February 2022 23:15,5004,All Island
24 February 2022 23:30,4780,All Island
24 February 2022 23:45,4601,All Island
25 February 2022 00:00,4472,All Island
25 February 2022 00:15,4495,All Island
25 February 2022 00:30,4526,All Island
25 February 2022 00:45,4608,All Island
25 February 2022 01:00,4522,All Island
25 February 2022 01:15,4432,All Island
25 February 2022 01:30,4233,All Island
25 February 2022 01:45,4112,All Island
25 February 2022 02:00,4068,All Island
25 February 2022 02:15,3977,All Island
25 February 2022 02:30,3878,All Island
25 February 2022 02:45,3767,All Island
25 February 2022 03:00,3663,All Island
25 February 2022 03:15,3587,All Island
25 February 2022 03:30,3412,All Island
25 February 2022 03:45,3348,All Island
25 February 2022 04:00,3368,All Island
25 February 2022 04:15,3449,All Island
25 February 2022 04:30,3357,All Island
25 February 2022 04:45,3332,All Island
25 February 2022 05:00,3495,All Island
25 February 2022 05:15,3672,All Island
